Gene name	Gene stable ID	Gene type
si:ch211-165a10.1	ENSDARG00000109574	protein_coding
ing2	ENSDARG00000104907	protein_coding
or125-8	ENSDARG00000056940	protein_coding
btr01	ENSDARG00000051965	protein_coding
si:ch211-247i17.1	ENSDARG00000076727	protein_coding
smc1b	ENSDARG00000014402	protein_coding
mgat4a	ENSDARG00000063330	protein_coding
ano9a	ENSDARG00000078941	protein_coding
nxph2b	ENSDARG00000079188	protein_coding
srcap	ENSDARG00000005236	protein_coding
CU682777.1	ENSDARG00000054207	transcribed_unprocessed_pseudogene
tradv6.0.2	ENSDARG00000099064	TR_V_gene
dkk2	ENSDARG00000076420	protein_coding
amh	ENSDARG00000014357	protein_coding
si:dkey-28d5.14	ENSDARG00000077136	protein_coding
tradv6.0.3	ENSDARG00000104867	TR_V_gene
btr24	ENSDARG00000102143	protein_coding
si:dkey-217f16.6	ENSDARG00000076389	protein_coding
si:dkey-97a13.6	ENSDARG00000012600	protein_coding
bag3	ENSDARG00000039486	protein_coding
rsph10b	ENSDARG00000051891	protein_coding
rbm18	ENSDARG00000044255	protein_coding
sod3b	ENSDARG00000079183	protein_coding
slc44a5b	ENSDARG00000057419	protein_coding
isl2b	ENSDARG00000053499	protein_coding
pdf	ENSDARG00000013950	protein_coding
pdgfbb	ENSDARG00000038139	protein_coding
sf3b1	ENSDARG00000056138	protein_coding
si:dkey-57n24.6	ENSDARG00000052912	protein_coding
polr1a	ENSDARG00000098375	protein_coding
asxl2	ENSDARG00000076501	protein_coding
lmod1b	ENSDARG00000077261	protein_coding
ppp1r9a	ENSDARG00000061304	protein_coding
fli1b	ENSDARG00000040080	protein_coding
ntm	ENSDARG00000018065	protein_coding
espnlb	ENSDARG00000093112	protein_coding
GPT	ENSDARG00000055642	protein_coding
BX649411.2	ENSDARG00000105079	lincRNA
oxr1a	ENSDARG00000095865	processed_transcript
otud5a	ENSDARG00000059006	protein_coding
or125-7	ENSDARG00000093183	protein_coding
si:ch211-278p9.3	ENSDARG00000094098	protein_coding
arhgap15	ENSDARG00000062349	protein_coding
si:dkey-222h21.7	ENSDARG00000095578	protein_coding
myct1a	ENSDARG00000056125	protein_coding
zp2l1	ENSDARG00000055415	protein_coding
prph2lb	ENSDARG00000021345	protein_coding
nitr7b	ENSDARG00000067977	protein_coding
prkceb	ENSDARG00000069928	protein_coding
mrps6	ENSDARG00000039543	protein_coding
serac1	ENSDARG00000056121	protein_coding
slc45a4b	ENSDARG00000077326	protein_coding
mycbp2	ENSDARG00000001220	protein_coding
ctdsp2	ENSDARG00000036102	protein_coding
camk2g1	ENSDARG00000071395	protein_coding
dnase1l1	ENSDARG00000005464	protein_coding
BX957270.1	ENSDARG00000097326	lincRNA
alkal2a	ENSDARG00000091073	protein_coding
tradv6.0.4	ENSDARG00000100158	TR_V_gene
auts2b	ENSDARG00000020946	protein_coding
dlgap5	ENSDARG00000045167	protein_coding
tmtops2a	ENSDARG00000061515	protein_coding
drd2l	ENSDARG00000014858	protein_coding
si:dkey-175g6.2	ENSDARG00000086665	protein_coding
si:ch73-359m17.11	ENSDARG00000102486	protein_coding
AL929321.3	ENSDARG00000105774	unprocessed_pseudogene
chgb	ENSDARG00000076500	protein_coding
gkap1	ENSDARG00000068123	protein_coding
si:ch211-89o9.4	ENSDARG00000093237	protein_coding
si:dkey-3p4.7	ENSDARG00000100959	protein_coding
commd4	ENSDARG00000061946	protein_coding
agpat9l	ENSDARG00000006491	protein_coding
lta4h	ENSDARG00000006029	protein_coding
BX072576.2	ENSDARG00000090181	processed_transcript
CU682811.3	ENSDARG00000095280	processed_transcript
tbce	ENSDARG00000099921	protein_coding
zc3h4	ENSDARG00000078355	protein_coding
luzp2	ENSDARG00000068247	protein_coding
st6gal2b	ENSDARG00000088515	protein_coding
enpep	ENSDARG00000057064	protein_coding
mlip	ENSDARG00000089920	protein_coding
arid1aa	ENSDARG00000101710	protein_coding
wnt4	ENSDARG00000071208	protein_coding
slc6a2	ENSDARG00000016141	protein_coding
chd8	ENSDARG00000075543	protein_coding
col4a5	ENSDARG00000052063	protein_coding
pgm2l1	ENSDARG00000014704	protein_coding
psmd14	ENSDARG00000063100	protein_coding
thap11	ENSDARG00000036055	protein_coding
camk4	ENSDARG00000005372	protein_coding
AL954831.1	ENSDARG00000097701	antisense
zgc:153115	ENSDARG00000069342	protein_coding
kcnq2b	ENSDARG00000091130	protein_coding
CU469420.2	ENSDARG00000090957	unprocessed_pseudogene
zgc:194285	ENSDARG00000078423	protein_coding
baz2a	ENSDARG00000102974	protein_coding
zgc:114104	ENSDARG00000058679	protein_coding
pafah1b2	ENSDARG00000035352	protein_coding
sec22bb	ENSDARG00000100435	protein_coding
CU469420.4	ENSDARG00000096149	antisense
BX005043.1	ENSDARG00000102162	lincRNA
si:ch211-198a12.6	ENSDARG00000074624	protein_coding
znf973	ENSDARG00000100896	protein_coding
chtopb	ENSDARG00000070430	protein_coding
CR788285.1	ENSDARG00000093197	antisense
c1galt1a	ENSDARG00000055585	protein_coding
pptc7a	ENSDARG00000011122	protein_coding
uri1	ENSDARG00000026664	protein_coding
znf972	ENSDARG00000111731	protein_coding
or125-6	ENSDARG00000092577	protein_coding
tubgcp3	ENSDARG00000029133	protein_coding
kcnh2a	ENSDARG00000029881	protein_coding
sulf2a	ENSDARG00000018423	protein_coding
unc5da	ENSDARG00000092722	protein_coding
CR556708.1	ENSDARG00000100565	transcribed_unprocessed_pseudogene
ifih1	ENSDARG00000018553	protein_coding
tbr1a	ENSDARG00000076259	protein_coding
CR786562.1	ENSDARG00000093207	processed_transcript
ripply2	ENSDARG00000070535	protein_coding
arhgap4b	ENSDARG00000015003	protein_coding
gtpbp2b	ENSDARG00000071059	protein_coding
si:dkeyp-77h1.4	ENSDARG00000058248	protein_coding
fybb	ENSDARG00000044694	protein_coding
arl6	ENSDARG00000032056	protein_coding
kcnj1a.1	ENSDARG00000091232	protein_coding
gfod2	ENSDARG00000061145	protein_coding
tradv2.0.4	ENSDARG00000102108	TR_V_gene
BX546499.2	ENSDARG00000093947	processed_transcript
CR848025.2	ENSDARG00000100501	processed_transcript
srsf6a	ENSDARG00000013729	protein_coding
cept1b	ENSDARG00000021177	protein_coding
ftr95	ENSDARG00000073735	protein_coding
foxp4	ENSDARG00000076120	protein_coding
BX649411.1	ENSDARG00000101254	lincRNA
si:dkey-161j23.5	ENSDARG00000094441	protein_coding
b4galnt1a	ENSDARG00000061520	protein_coding
CR762493.2	ENSDARG00000092411	processed_transcript
BX649398.1	ENSDARG00000097195	lincRNA
CR846090.1	ENSDARG00000007199	unprocessed_pseudogene
apoa4b.2	ENSDARG00000094929	protein_coding
CHST12	ENSDARG00000095482	protein_coding
figla	ENSDARG00000087166	protein_coding
adma	ENSDARG00000015263	protein_coding
si:ch211-215e19.6	ENSDARG00000101360	protein_coding
si:ch211-151p13.8	ENSDARG00000087426	protein_coding
BX296541.1	ENSDARG00000089839	unprocessed_pseudogene
ptch2	ENSDARG00000055026	protein_coding
cbsb	ENSDARG00000010946	protein_coding
znf839	ENSDARG00000076988	protein_coding
C22H1orf53	ENSDARG00000071439	protein_coding
cdkn1ba	ENSDARG00000029018	protein_coding
anxa3a	ENSDARG00000009196	protein_coding
aldh18a1	ENSDARG00000099579	protein_coding
CU694757.1	ENSDARG00000095260	processed_transcript
cdc20	ENSDARG00000100741	protein_coding
kitlgb	ENSDARG00000058042	protein_coding
c3a.5	ENSDARG00000053462	protein_coding
trmt6	ENSDARG00000042344	protein_coding
osgin2	ENSDARG00000040302	protein_coding
BX470242.2	ENSDARG00000097428	antisense
sgip1b	ENSDARG00000101215	protein_coding
tlr4ba	ENSDARG00000019742	protein_coding
pla2g7	ENSDARG00000003584	protein_coding
sall3a	ENSDARG00000079613	protein_coding
baiap2l2a	ENSDARG00000016483	protein_coding
dao.1	ENSDARG00000035602	protein_coding
nog1	ENSDARG00000058819	protein_coding
csrp2	ENSDARG00000011961	protein_coding
tssk6	ENSDARG00000017994	protein_coding
CR792426.1	ENSDARG00000096347	lincRNA
gcgb	ENSDARG00000040907	protein_coding
MYO9B	ENSDARG00000078313	protein_coding
mtfr1	ENSDARG00000045304	protein_coding
si:ch211-232m10.6	ENSDARG00000070931	protein_coding
apoc4	ENSDARG00000075614	protein_coding
gatad2ab	ENSDARG00000006192	protein_coding
sept12	ENSDARG00000019191	protein_coding
zgc:174354	ENSDARG00000113994	protein_coding
timm17a	ENSDARG00000029510	protein_coding
mns1	ENSDARG00000060169	protein_coding
galns	ENSDARG00000051853	protein_coding
si:ch1073-228b5.2	ENSDARG00000096597	protein_coding
adam23a	ENSDARG00000062323	protein_coding
fbxl2	ENSDARG00000012135	protein_coding
acad9	ENSDARG00000055620	protein_coding
adpgk	ENSDARG00000063525	protein_coding
slc35d1b	ENSDARG00000027986	protein_coding
fap	ENSDARG00000078468	protein_coding
nrp1a	ENSDARG00000102153	protein_coding
scaper	ENSDARG00000023104	protein_coding
CU929328.1	ENSDARG00000105332	lincRNA
upp1	ENSDARG00000040869	protein_coding
bend3	ENSDARG00000076903	protein_coding
CR769769.3	ENSDARG00000105506	lincRNA
enox2	ENSDARG00000078942	protein_coding
AL929396.1	ENSDARG00000096530	lincRNA
oxnad1	ENSDARG00000062664	protein_coding
si:dkey-161j23.6	ENSDARG00000092347	protein_coding
si:dkeyp-106c3.3	ENSDARG00000093159	protein_coding
cep78	ENSDARG00000039229	protein_coding
chrna4a	ENSDARG00000087071	protein_coding
AL953907.1	ENSDARG00000094823	processed_transcript
si:ch211-80h18.1	ENSDARG00000078522	protein_coding
cela1.4	ENSDARG00000043171	protein_coding
znrd2	ENSDARG00000069109	protein_coding
CU633486.1	ENSDARG00000098008	lincRNA
tradv5.0.2	ENSDARG00000103506	TR_V_gene
acbd5a	ENSDARG00000034883	protein_coding
ckma	ENSDARG00000035327	protein_coding
papss1	ENSDARG00000057099	protein_coding
BX899181.1	ENSDARG00000092083	antisense
csf2rb	ENSDARG00000076586	protein_coding
shisa7a	ENSDARG00000062462	protein_coding
tradv8.0	ENSDARG00000099638	TR_V_gene
acsl4b	ENSDARG00000010752	protein_coding
si:ch211-196h16.4	ENSDARG00000094782	protein_coding
si:ch211-220i18.4	ENSDARG00000030262	protein_coding
ccdc80l2	ENSDARG00000044695	protein_coding
si:ch211-262i1.3	ENSDARG00000104047	protein_coding
fgf18a	ENSDARG00000088048	protein_coding
si:ch211-212k18.9	ENSDARG00000100946	protein_coding
tmem18	ENSDARG00000036704	protein_coding
CR926463.1	ENSDARG00000096973	lincRNA
cd8b	ENSDARG00000058682	protein_coding
si:dkey-7f3.14	ENSDARG00000095050	protein_coding
si:ch211-194b1.1	ENSDARG00000102436	protein_coding
aip	ENSDARG00000104437	protein_coding
specc1lb	ENSDARG00000042232	protein_coding
si:zfos-905g2.1	ENSDARG00000093496	protein_coding
prpsap2	ENSDARG00000019326	protein_coding
hprt1l	ENSDARG00000014866	protein_coding
si:zfos-169g10.3	ENSDARG00000099309	protein_coding
BX276101.1	ENSDARG00000096639	processed_transcript
si:ch211-196h16.5	ENSDARG00000069264	protein_coding
si:dkey-217d24.6	ENSDARG00000096428	protein_coding
gstk2	ENSDARG00000019585	protein_coding
stip1	ENSDARG00000004906	protein_coding
BX005079.1	ENSDARG00000097220	antisense
anpepb	ENSDARG00000103878	protein_coding
ctdspl2a	ENSDARG00000061587	protein_coding
apoeb	ENSDARG00000040295	protein_coding
kcnk13a	ENSDARG00000008212	protein_coding
sf3b6	ENSDARG00000009753	protein_coding
dtna	ENSDARG00000031015	protein_coding
BX571952.1	ENSDARG00000088837	processed_transcript
klf3	ENSDARG00000015495	protein_coding
aqp3b	ENSDARG00000069518	protein_coding
cpeb1a	ENSDARG00000045932	protein_coding
si:ch211-106g8.20	ENSDARG00000100801	TR_V_gene
gip	ENSDARG00000071306	protein_coding
CR790377.2	ENSDARG00000096921	antisense
uggt2	ENSDARG00000062089	protein_coding
pimr64	ENSDARG00000116862	protein_coding
si:ch211-215e19.4	ENSDARG00000103678	protein_coding
si:dkey-161j23.7	ENSDARG00000092882	protein_coding
ranbp10	ENSDARG00000062138	protein_coding
chst12b	ENSDARG00000094981	protein_coding
CR812472.2	ENSDARG00000097380	antisense
rapgef4	ENSDARG00000079872	protein_coding
zp3d.2	ENSDARG00000070178	protein_coding
dmrt1	ENSDARG00000007349	protein_coding
nrf1	ENSDARG00000000018	protein_coding
nitr3a	ENSDARG00000077998	protein_coding
cbx6b	ENSDARG00000097543	protein_coding
ace2	ENSDARG00000016918	protein_coding
zgc:113423	ENSDARG00000058978	protein_coding
tdrd6	ENSDARG00000070052	protein_coding
BX510915.1	ENSDARG00000099630	lincRNA
AL954669.1	ENSDARG00000097096	antisense
adcyap1b	ENSDARG00000027740	protein_coding
si:ch211-106g8.56	ENSDARG00000101709	TR_V_gene
tbc1d2	ENSDARG00000071304	protein_coding
si:ch211-188p14.5	ENSDARG00000099024	protein_coding
ZBTB26	ENSDARG00000028949	protein_coding
BX088688.3	ENSDARG00000097598	antisense
cox6b1	ENSDARG00000045230	protein_coding
raver2	ENSDARG00000075034	protein_coding
cwc15	ENSDARG00000013382	protein_coding
abcc4	ENSDARG00000058953	protein_coding
BX005048.1	ENSDARG00000097670	processed_transcript
clocka	ENSDARG00000011703	protein_coding
si:ch211-188p14.4	ENSDARG00000100190	protein_coding
nek6	ENSDARG00000037963	protein_coding
mtrf1l	ENSDARG00000060005	protein_coding
si:dkey-152b24.6	ENSDARG00000105043	protein_coding
si:ch211-208k15.1	ENSDARG00000088650	protein_coding
pimr74	ENSDARG00000075240	protein_coding
dgat1b	ENSDARG00000054914	protein_coding
si:dkeyp-106c3.2	ENSDARG00000095549	protein_coding
si:ch211-107p11.3	ENSDARG00000103000	protein_coding
BX957346.2	ENSDARG00000097128	lincRNA
gnb3a	ENSDARG00000004358	protein_coding
sptbn4a	ENSDARG00000068624	protein_coding
slc35f2l	ENSDARG00000090686	protein_coding
pvalb6	ENSDARG00000009311	protein_coding
c3b.2	ENSDARG00000001818	protein_coding
sirt2	ENSDARG00000011488	protein_coding
mcmbp	ENSDARG00000055314	protein_coding
hdhd3	ENSDARG00000053934	protein_coding
mxra7	ENSDARG00000095300	protein_coding
si:ch73-54f23.4	ENSDARG00000105460	protein_coding
nbn	ENSDARG00000040303	protein_coding
si:ch73-226l13.2	ENSDARG00000095939	protein_coding
AL928908.3	ENSDARG00000097636	antisense
si:ch73-359m17.9	ENSDARG00000098662	protein_coding
nitr3b	ENSDARG00000057620	protein_coding
si:dkey-221l4.11	ENSDARG00000089553	protein_coding
pdia6	ENSDARG00000009001	protein_coding
npffr1l2	ENSDARG00000062631	protein_coding
cpa5	ENSDARG00000021339	protein_coding
dclk2a	ENSDARG00000034093	protein_coding
tbx6	ENSDARG00000011785	protein_coding
pimr207	ENSDARG00000099655	protein_coding
BX004768.1	ENSDARG00000100470	lincRNA
ucp1	ENSDARG00000023151	protein_coding
tradv10.0.1	ENSDARG00000103552	TR_V_gene
AL929321.4	ENSDARG00000105821	unprocessed_pseudogene
buc2l	ENSDARG00000096628	protein_coding
ptprsa	ENSDARG00000059738	protein_coding
si:dkey-271j15.3	ENSDARG00000091627	protein_coding
zfyve27	ENSDARG00000059835	protein_coding
tradv11.0.1	ENSDARG00000116856	TR_V_gene
mcm8	ENSDARG00000074326	protein_coding
si:ch211-207i20.3	ENSDARG00000071733	protein_coding
fermt3a	ENSDARG00000079267	protein_coding
BX510336.1	ENSDARG00000093167	processed_transcript
arfrp1	ENSDARG00000057857	protein_coding
slc2a11l	ENSDARG00000062873	protein_coding
clul1	ENSDARG00000055595	protein_coding
CR925800.1	ENSDARG00000102342	processed_transcript
si:ch211-227n13.3	ENSDARG00000101271	protein_coding
spock1	ENSDARG00000074644	protein_coding
rad54b	ENSDARG00000092134	protein_coding
ANPEP	ENSDARG00000097285	protein_coding
st8sia1	ENSDARG00000098221	protein_coding
si:ch211-202n12.2	ENSDARG00000096665	protein_coding
znf148	ENSDARG00000055106	protein_coding
ppp1caa	ENSDARG00000003486	protein_coding
si:dkey-239n17.6	ENSDARG00000095848	protein_coding
cyt1	ENSDARG00000092947	protein_coding
lpcat2	ENSDARG00000053010	protein_coding
fam89b	ENSDARG00000069106	protein_coding
si:zfos-169g10.2	ENSDARG00000103662	protein_coding
gramd1ba	ENSDARG00000075383	protein_coding
CU469493.1	ENSDARG00000096742	lincRNA
nme6	ENSDARG00000016138	protein_coding
CU210845.2	ENSDARG00000105330	unprocessed_pseudogene
npr1b	ENSDARG00000018750	protein_coding
si:ch211-262i1.4	ENSDARG00000018671	protein_coding
BX005275.1	ENSDARG00000096436	lincRNA
	ENSDARG00000012458	protein_coding
zgc:112332	ENSDARG00000058966	protein_coding
BX649388.2	ENSDARG00000092955	antisense
CU550719.2	ENSDARG00000104707	lincRNA
arl8ba	ENSDARG00000006915	protein_coding
dyrk1b	ENSDARG00000070187	protein_coding
lcat	ENSDARG00000099424	protein_coding
tafa4b	ENSDARG00000062471	protein_coding
si:ch73-281k2.5	ENSDARG00000104329	protein_coding
apobb.1	ENSDARG00000022767	protein_coding
CU550719.1	ENSDARG00000102049	processed_transcript
inpp5f	ENSDARG00000061437	protein_coding
si:dkey-154b15.1	ENSDARG00000057010	protein_coding
cd8a	ENSDARG00000044797	protein_coding
or125-5	ENSDARG00000105729	protein_coding
ppid	ENSDARG00000038835	protein_coding
BX649350.1	ENSDARG00000094299	antisense
fam234a	ENSDARG00000071449	protein_coding
plac8.1	ENSDARG00000043729	protein_coding
CR848741.1	ENSDARG00000092615	processed_transcript
cped1	ENSDARG00000045747	protein_coding
kif23	ENSDARG00000014943	protein_coding
psap	ENSDARG00000013968	protein_coding
pcyt2	ENSDARG00000043003	protein_coding
CT033803.2	ENSDARG00000115729	protein_coding
si:ch73-139j3.4	ENSDARG00000088044	protein_coding
clul1	ENSDARG00000005941	protein_coding
si:dkey-234l24.1	ENSDARG00000109403	protein_coding
si:dkey-222h21.6	ENSDARG00000092294	protein_coding
si:ch211-147g22.4	ENSDARG00000097275	protein_coding
ece2a	ENSDARG00000068021	protein_coding
kmt5c	ENSDARG00000075461	protein_coding
sumo2b	ENSDARG00000102741	protein_coding
atg10	ENSDARG00000104846	protein_coding
si:dkey-178e17.3	ENSDARG00000058658	protein_coding
kcnk4a	ENSDARG00000103286	protein_coding
kl	ENSDARG00000079862	protein_coding
ptger1b	ENSDARG00000104847	protein_coding
si:dkeyp-75b4.7	ENSDARG00000070490	protein_coding
BX649599.1	ENSDARG00000092428	processed_transcript
kcna6a	ENSDARG00000046014	protein_coding
si:ch73-340n8.4	ENSDARG00000098338	protein_coding
pdss2	ENSDARG00000012563	protein_coding
BX547934.1	ENSDARG00000097061	antisense
mnta	ENSDARG00000101859	protein_coding
cela1.5	ENSDARG00000043168	protein_coding
sbf2	ENSDARG00000059460	protein_coding
CR786571.2	ENSDARG00000094534	unprocessed_pseudogene
znf143b	ENSDARG00000041581	protein_coding
pimr56	ENSDARG00000071880	protein_coding
CT025669.1	ENSDARG00000100492	processed_transcript
rfc3	ENSDARG00000055969	protein_coding
snorc	ENSDARG00000092383	protein_coding
scly	ENSDARG00000073813	protein_coding
apex2	ENSDARG00000008472	protein_coding
vps29	ENSDARG00000069521	protein_coding
si:ch211-276i12.9	ENSDARG00000079150	protein_coding
slc25a1a	ENSDARG00000057110	protein_coding
vps26c	ENSDARG00000075650	protein_coding
zp3d.1	ENSDARG00000040081	protein_coding
nek4	ENSDARG00000040152	protein_coding
si:dkeyp-75b4.8	ENSDARG00000077542	protein_coding
GPR17	ENSDARG00000045427	protein_coding
fermt1	ENSDARG00000052652	protein_coding
barhl2	ENSDARG00000104361	protein_coding
ints6	ENSDARG00000013025	protein_coding
or125-4	ENSDARG00000095417	protein_coding
pcnt	ENSDARG00000033012	protein_coding
FP565432.1	ENSDARG00000097145	processed_transcript
gpn3	ENSDARG00000069525	protein_coding
si:ch211-285f17.1	ENSDARG00000059333	protein_coding
tnni1d	ENSDARG00000073766	protein_coding
neo1b	ENSDARG00000075100	protein_coding
si:ch73-359m17.7	ENSDARG00000103319	protein_coding
gtpbp10	ENSDARG00000040300	protein_coding
hpcal1	ENSDARG00000022763	protein_coding
tmem179aa	ENSDARG00000013292	protein_coding
dnase1l4.1	ENSDARG00000015123	protein_coding
ftr14l	ENSDARG00000078254	protein_coding
pstpip1b	ENSDARG00000053568	protein_coding
pimr57	ENSDARG00000058386	protein_coding
elac2	ENSDARG00000034060	protein_coding
BX511010.1	ENSDARG00000097757	antisense
CU633823.1	ENSDARG00000092107	antisense
sinhcafl	ENSDARG00000095007	protein_coding
ccdc135	ENSDARG00000100231	protein_coding
mhc1lja	ENSDARG00000096830	protein_coding
si:dkey-40h20.1	ENSDARG00000095252	protein_coding
yars1	ENSDARG00000035913	protein_coding
maptb	ENSDARG00000087616	protein_coding
CR749168.2	ENSDARG00000099160	processed_transcript
zgc:154058	ENSDARG00000069795	protein_coding
ism1	ENSDARG00000020541	protein_coding
slc22a16	ENSDARG00000015869	protein_coding
lhx2a	ENSDARG00000037964	protein_coding
ghra	ENSDARG00000054771	protein_coding
zmat2	ENSDARG00000004956	protein_coding
matr3l1.1	ENSDARG00000000394	protein_coding
or125-3	ENSDARG00000105706	protein_coding
btr26	ENSDARG00000105241	protein_coding
BX005174.1	ENSDARG00000092065	processed_transcript
si:ch211-106g8.54	ENSDARG00000099074	TR_V_gene
si:ch211-147g22.7	ENSDARG00000097352	protein_coding
alg13	ENSDARG00000054374	protein_coding
mmrn2a	ENSDARG00000076135	protein_coding
si:dkey-8l13.5	ENSDARG00000101630	protein_coding
si:ch211-276i12.11	ENSDARG00000105412	protein_coding
arpc3	ENSDARG00000057882	protein_coding
rca2.2	ENSDARG00000095512	protein_coding
sema4ba	ENSDARG00000074414	protein_coding
tradv10.0.2	ENSDARG00000109710	TR_V_gene
akip1	ENSDARG00000069037	protein_coding
il17a/f2	ENSDARG00000043934	protein_coding
apoa4b.2	ENSDARG00000020866	protein_coding
AL929321.2	ENSDARG00000105750	unprocessed_pseudogene
spcs1	ENSDARG00000059298	protein_coding
CU463033.1	ENSDARG00000094409	antisense
dot1l	ENSDARG00000061992	protein_coding
gas1b	ENSDARG00000067984	protein_coding
cdk2ap2	ENSDARG00000103145	protein_coding
sae1	ENSDARG00000010487	protein_coding
slbp2	ENSDARG00000069428	protein_coding
ube2s	ENSDARG00000031775	protein_coding
si:dkey-27o4.1	ENSDARG00000090340	protein_coding
mhc1lfa	ENSDARG00000051712	protein_coding
primpol	ENSDARG00000033273	protein_coding
CT955996.1	ENSDARG00000097936	antisense
gcga	ENSDARG00000079296	protein_coding
mettl16	ENSDARG00000055838	protein_coding
btr25	ENSDARG00000102018	protein_coding
si:ch211-165a10.3	ENSDARG00000116661	protein_coding
bscl2	ENSDARG00000037008	protein_coding
adora2ab	ENSDARG00000058488	protein_coding
synj2bp	ENSDARG00000028321	protein_coding
nfat5a	ENSDARG00000020872	protein_coding
neo1b	ENSDARG00000102069	protein_coding
dennd1b	ENSDARG00000101868	protein_coding
bmpr1aa	ENSDARG00000019728	protein_coding
si:ch211-69g19.2	ENSDARG00000070656	protein_coding
ctnnd2a	ENSDARG00000062415	protein_coding
grapa	ENSDARG00000005414	protein_coding
angpt1	ENSDARG00000030364	protein_coding
or125-2	ENSDARG00000094714	protein_coding
si:ch211-106g8.17	ENSDARG00000103583	TR_V_gene
bpnt1	ENSDARG00000043684	protein_coding
si:ch73-134f24.1	ENSDARG00000071864	protein_coding
CR407598.1	ENSDARG00000114316	lincRNA
zgc:92040	ENSDARG00000021154	protein_coding
CR383676.3	ENSDARG00000105368	lincRNA
CR407598.2	ENSDARG00000114817	lincRNA
CR788303.1	ENSDARG00000094322	processed_transcript
tpm2	ENSDARG00000104682	protein_coding
nphp3	ENSDARG00000078261	protein_coding
CR383676.2	ENSDARG00000099970	lincRNA
BX548015.2	ENSDARG00000096527	lincRNA
ehbp1l1b	ENSDARG00000079895	protein_coding
tma7	ENSDARG00000071670	protein_coding
CDPF1	ENSDARG00000095705	protein_coding
ca4b	ENSDARG00000042293	protein_coding
kcnj5	ENSDARG00000061014	protein_coding
nitr6a	ENSDARG00000076846	protein_coding
cox19	ENSDARG00000063882	protein_coding
klhl10b.1	ENSDARG00000115489	protein_coding
BX640398.1	ENSDARG00000097190	antisense
tlr4bb	ENSDARG00000022048	protein_coding
si:ch211-229g14.3	ENSDARG00000095101	protein_coding
pimr98	ENSDARG00000111823	protein_coding
plk4	ENSDARG00000004576	protein_coding
si:dkey-20d21.12	ENSDARG00000092123	protein_coding
ctdspl2b	ENSDARG00000060586	protein_coding
si:ch73-359m17.6	ENSDARG00000099282	protein_coding
ercc6	ENSDARG00000075612	protein_coding
pde7a	ENSDARG00000045305	protein_coding
apoc1	ENSDARG00000092170	protein_coding
or125-1	ENSDARG00000093856	protein_coding
etfdh	ENSDARG00000038834	protein_coding
brat1	ENSDARG00000062585	protein_coding
si:ch211-196f5.9	ENSDARG00000096451	protein_coding
smc5	ENSDARG00000044282	protein_coding
stat3	ENSDARG00000022712	protein_coding
stmn3	ENSDARG00000038465	protein_coding
BX255913.2	ENSDARG00000096759	lincRNA
tlr4al	ENSDARG00000075671	protein_coding
trub2	ENSDARG00000028379	protein_coding
si:ch211-229i14.2	ENSDARG00000086048	protein_coding
srd5a1	ENSDARG00000020509	protein_coding
si:ch211-196f5.2	ENSDARG00000041492	protein_coding
pcid2	ENSDARG00000013802	protein_coding
smc1al	ENSDARG00000058203	protein_coding
or123-1	ENSDARG00000092558	protein_coding
s100s	ENSDARG00000036773	protein_coding
si:ch73-134f24.1	ENSDARG00000091327	protein_coding
asb4	ENSDARG00000034988	protein_coding
iscub	ENSDARG00000026582	protein_coding
or124-1	ENSDARG00000092707	protein_coding
them4	ENSDARG00000061621	protein_coding
bicc2	ENSDARG00000076557	protein_coding
si:dkeyp-106c3.1	ENSDARG00000090623	protein_coding
ptprk	ENSDARG00000063416	protein_coding
BX957228.1	ENSDARG00000097983	lincRNA
nup205	ENSDARG00000042530	protein_coding
apoa4b.1	ENSDARG00000040298	protein_coding
si:dkey-81n2.2	ENSDARG00000077395	protein_coding
srek1ip1	ENSDARG00000043728	protein_coding
CR376747.1	ENSDARG00000097806	antisense
baalcb	ENSDARG00000089549	protein_coding
PLBD1	ENSDARG00000076015	protein_coding
ercc6l2	ENSDARG00000012403	protein_coding
si:ch211-199g17.2	ENSDARG00000092310	protein_coding
bmp2b	ENSDARG00000041430	protein_coding
ptpn22	ENSDARG00000104197	protein_coding
CU972512.1	ENSDARG00000096978	lincRNA
CR545465.2	ENSDARG00000097136	antisense
xrcc4	ENSDARG00000010732	protein_coding
zgc:174275	ENSDARG00000099845	protein_coding
actn3b	ENSDARG00000001431	protein_coding
ssh2a	ENSDARG00000088440	protein_coding
BX510319.1	ENSDARG00000096772	lincRNA
tet3	ENSDARG00000062646	protein_coding
si:dkey-234l24.7	ENSDARG00000113738	protein_coding
cwc27	ENSDARG00000043727	protein_coding
eef2l2	ENSDARG00000035256	protein_coding
si:dkey-231j24.3	ENSDARG00000095819	protein_coding
fbxo4	ENSDARG00000074170	protein_coding
CR318607.1	ENSDARG00000097077	antisense
tmem176l.3a	ENSDARG00000098387	protein_coding
CR847939.1	ENSDARG00000100639	lincRNA
cnbpb	ENSDARG00000070922	protein_coding
ftr30	ENSDARG00000095448	protein_coding
dao.3	ENSDARG00000035601	protein_coding
lgals9l6	ENSDARG00000093059	protein_coding
papola	ENSDARG00000009585	protein_coding
si:ch211-10d23.5	ENSDARG00000095510	protein_coding
htra1b	ENSDARG00000014907	protein_coding
uba5	ENSDARG00000063588	protein_coding
opcml	ENSDARG00000013005	protein_coding
